Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	MsgType
0.0669375	gNB PHY Txed	6	6	15	1	0	0	UL_UCI
0.0681875	gNB PHY Txed	6	8	3	4	0	0	UL_UCI
0.07	gNB PHY Txed	7	0	0	1	0	0	MIB
0.07	gNB PHY Txed	7	0	0	4	0	0	UL_UCI
0.07	gNB PHY Txed	7	0	0	4	0	0	MIB
0.07	gNB PHY Txed	7	0	0	7	0	0	MIB
0.0701875	gNB PHY Txed	7	0	3	7	0	0	UL_UCI
0.0708125	gNB PHY Txed	7	0	13	1	0	0	UL_UCI
0.0719375	gNB PHY Txed	7	1	15	1	0	0	UL_UCI
0.07225	gNB PHY Txed	7	2	1	1	0	1	UL_UCI
0.0731875	gNB PHY Txed	7	3	3	4	0	0	UL_UCI
0.07475	gNB PHY Txed	7	4	3	7	0	1	UL_UCI
0.075	gNB PHY Txed	7	5	0	1	0	0	SIB1
0.075	gNB PHY Txed	7	5	0	4	0	0	SIB1
0.075	gNB PHY Txed	7	5	0	4	0	0	UL_UCI
0.075	gNB PHY Txed	7	5	0	7	0	0	SIB1
0.0751875	gNB PHY Txed	7	5	3	7	0	0	UL_UCI
0.07525	gNB PHY Txed	7	5	1	1	0	1	UL_UCI
0.0758125	gNB PHY Txed	7	5	13	1	0	0	UL_UCI
0.0769375	gNB PHY Txed	7	6	15	1	0	0	UL_UCI
0.0781875	gNB PHY Txed	7	8	3	4	0	0	UL_UCI
0.08	gNB PHY Txed	8	0	0	1	0	0	MIB
0.08	gNB PHY Txed	8	0	0	4	0	0	UL_UCI
0.08	gNB PHY Txed	8	0	0	4	0	0	MIB
0.08	gNB PHY Txed	8	0	0	7	0	0	MIB
0.0801875	gNB PHY Txed	8	0	3	7	0	0	UL_UCI
0.0808125	gNB PHY Txed	8	0	13	1	0	0	UL_UCI
0.0819375	gNB PHY Txed	8	1	15	1	0	0	UL_UCI
0.0825	gNB PHY Txed	8	2	2	4	0	1	UL_UCI
0.0831875	gNB PHY Txed	8	3	3	4	0	0	UL_UCI
0.08475	gNB PHY Txed	8	4	3	4	0	1	UL_UCI
0.085	gNB PHY Txed	8	5	0	1	0	0	SIB1
0.085	gNB PHY Txed	8	5	0	4	0	0	SIB1
0.085	gNB PHY Txed	8	5	0	4	0	0	UL_UCI
0.085	gNB PHY Txed	8	5	0	7	0	0	SIB1
0.0851875	gNB PHY Txed	8	5	3	7	0	0	UL_UCI
0.0858125	gNB PHY Txed	8	5	13	1	0	0	UL_UCI
0.0869375	gNB PHY Txed	8	6	15	1	0	0	UL_UCI
0.0881875	gNB PHY Txed	8	8	3	4	0	0	UL_UCI
0.09	gNB PHY Txed	9	0	0	1	0	0	MIB
0.09	gNB PHY Txed	9	0	0	4	0	0	UL_UCI
0.09	gNB PHY Txed	9	0	0	4	0	0	MIB
0.09	gNB PHY Txed	9	0	0	7	0	0	MIB
0.0901875	gNB PHY Txed	9	0	3	7	0	0	UL_UCI
0.0908125	gNB PHY Txed	9	0	13	1	0	0	UL_UCI
0.0919375	gNB PHY Txed	9	1	15	1	0	0	UL_UCI
0.09225	gNB PHY Txed	9	2	1	1	0	1	UL_UCI
0.0931875	gNB PHY Txed	9	3	3	4	0	0	UL_UCI
0.09475	gNB PHY Txed	9	4	3	7	0	1	UL_UCI
0.095	gNB PHY Txed	9	5	0	1	0	0	SIB1
0.095	gNB PHY Txed	9	5	0	4	0	0	UL_UCI
0.095	gNB PHY Txed	9	5	0	4	0	0	SIB1
0.095	gNB PHY Txed	9	5	0	7	0	0	SIB1
0.0951875	gNB PHY Txed	9	5	3	7	0	0	UL_UCI
0.09525	gNB PHY Txed	9	5	1	1	0	1	UL_UCI
0.0958125	gNB PHY Txed	9	5	13	1	0	0	UL_UCI
0.0969375	gNB PHY Txed	9	6	15	1	0	0	UL_UCI
0.0981875	gNB PHY Txed	9	8	3	4	0	0	UL_UCI
