Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	rnti	tbSize	mcs	rank	rv	SINR(dB)	CQI	corrupt	TBler
0.0213839	DL	2	1	6	1	1	4	0	2	118	28	1	0	-19.4363	0	1	1
0.0214018	DL	2	1	6	1	5	7	0	1	208	14	1	0	38.2114	15	0	0
0.0214464	DL	2	1	7	1	1	1	0	2	118	28	1	0	33.1112	15	0	5.701e-14
0.0214464	DL	2	1	7	1	1	4	0	2	109	26	1	0	-19.4363	0	1	1
0.0214464	DL	2	1	7	1	1	7	0	1	82	22	1	0	-5.10577	0	1	1
0.0214821	DL	2	1	1	1	12	1	1	1	497	28	1	1	76.2295	15	0	0
0.0215357	DL	2	1	2	1	1	4	1	1	497	28	1	0	62.6319	15	0	0
0.021558	DL	2	1	8	1	12	4	0	2	118	28	1	1	20.336	15	1	0.927289
0.021558	DL	2	1	8	1	12	7	0	1	118	28	1	2	7.13903	8	0	0
0.0215714	DL	2	1	9	1	1	1	0	2	118	28	1	0	61.0085	15	0	5.701e-14
0.0216205	DL	2	1	9	1	12	4	0	2	118	28	1	1	19.9585	15	1	0.956624
0.0216205	DL	2	1	9	1	12	7	0	1	118	28	1	2	6.88863	7	0	0
0.0216339	DL	2	1	10	1	1	7	0	1	118	28	1	0	9.83385	9	1	1
0.021683	DL	2	1	10	1	12	4	0	2	39	0	1	0	33.3084	15	0	0
0.0216964	DL	2	1	11	1	1	1	0	2	118	28	1	0	35.102	15	0	5.701e-14
0.0217009	DL	2	1	11	1	2	7	0	1	81	14	1	0	35.6114	13	0	0
0.0217321	DL	2	1	2	1	12	1	1	1	497	28	1	1	76.2295	15	0	0
0.0217455	DL	2	1	11	1	12	4	0	2	118	28	1	1	41.088	15	0	0.595259
0.0217589	DL	2	1	12	1	1	1	0	2	118	28	1	0	61.0085	15	0	5.701e-14
0.0217857	DL	2	1	3	1	1	4	1	1	497	28	1	0	62.6319	15	0	0
0.021808	DL	2	1	12	1	12	4	0	2	109	26	1	1	19.9585	15	0	0
0.021808	DL	2	1	12	1	12	7	0	1	82	22	1	1	6.88863	7	1	1
0.0218705	DL	2	1	13	1	12	4	0	2	118	28	1	2	29.1578	15	0	0
0.0218705	DL	2	1	13	1	12	7	0	1	39	0	1	0	38.6206	14	0	0
0.0218839	DL	2	1	14	1	1	1	0	2	118	28	1	0	35.102	15	0	5.701e-14
0.0218884	DL	2	1	14	1	2	7	0	1	81	14	1	0	35.6114	13	0	0
0.021933	DL	2	1	14	1	12	4	0	2	118	28	1	2	41.088	15	0	0
0.0219464	DL	2	1	15	1	1	1	0	2	118	28	1	0	36.4221	15	0	5.701e-14
0.0219554	DL	2	1	15	1	3	4	0	2	361	28	1	0	31.4328	14	1	0.480967
0.0219821	DL	2	1	3	1	12	1	1	1	497	28	1	1	76.2295	15	0	0
0.0219955	DL	2	1	15	1	12	7	0	1	118	28	1	1	46.817	15	0	0
0.0220134	DL	2	2	0	1	2	7	0	1	102	16	1	0	39.1801	15	0	0
0.0220357	DL	2	2	0	1	1	4	1	1	497	28	1	0	62.6319	15	0	0
0.0220714	DL	2	2	1	1	1	1	0	2	118	28	1	0	36.4221	15	0	5.701e-14
0.0220714	DL	2	2	1	1	1	4	0	2	118	28	1	0	-19.4362	0	1	1
0.0221205	DL	2	2	1	1	12	7	0	1	82	22	1	2	47.6262	15	0	0
0.0221384	DL	2	2	2	1	2	7	0	1	62	12	1	0	39.1801	15	0	0
0.0221964	DL	2	2	3	1	1	1	0	2	118	28	1	0	33.1112	15	0	5.701e-14
0.0221964	DL	2	2	3	1	1	4	0	2	118	28	1	0	-19.4363	0	1	1
0.0221964	DL	2	2	3	1	1	7	0	1	109	26	1	0	-5.10577	0	1	1
0.0222321	DL	2	2	0	1	12	1	1	1	497	28	1	1	76.2295	15	0	0
0.0222589	DL	2	2	4	1	1	1	0	2	118	28	1	0	34.7386	15	0	5.701e-14
0.0222589	DL	2	2	4	1	1	7	0	1	96	24	1	0	-5.12102	0	1	1
0.0222857	DL	2	2	1	1	1	4	1	1	497	28	1	0	62.6319	15	0	0
0.022308	DL	2	2	4	1	12	4	0	2	361	28	1	1	38.5788	15	0	0
0.0223214	DL	2	2	5	1	1	4	0	2	109	26	1	0	33.6621	15	0	0
0.0223839	DL	2	2	6	1	1	1	0	2	118	28	1	0	35.102	15	0	5.701e-14
0.0223839	DL	2	2	6	1	1	7	0	1	118	28	1	0	-5.11815	0	1	1
0.022433	DL	2	2	6	1	12	4	0	2	118	28	1	1	41.4787	15	0	0.595259
0.0224464	DL	2	2	7	1	1	1	0	2	118	28	1	0	33.1112	15	0	5.701e-14
0.0224464	DL	2	2	7	1	1	7	0	1	118	28	1	0	-5.10577	0	1	1
0.0224821	DL	2	2	1	1	12	1	1	1	497	28	1	1	76.2295	15	0	0
0.0224955	DL	2	2	7	1	12	4	0	2	39	0	1	0	33.2843	15	0	0
0.0225357	DL	2	2	2	1	1	4	1	1	497	28	1	0	31.0066	15	0	0
0.022558	DL	2	2	8	1	12	4	0	2	118	28	1	1	20.336	15	1	0.927289
0.022558	DL	2	2	8	1	12	7	0	1	109	26	1	1	7.13903	8	1	0.999997
